U00481;OD000017;PR000017;Natalia;Dabrowski;12298232225;89;72-969;756123434;natalia.dabrowski307@kantor.pl;2019-01-29;10244.02;1196.95;S0001
U00008;OD000018;PR000018;Aleksandra;Zielinska;59599193719;25;62-903;800945329;aleksandra.zielinska448@kantor.pl;2022-05-11;6374.22;1072.41;S0001
U00388;OD000019;PR000019;Wojciech;Mazur;45307175631;11;64-640;628613768;wojciech.mazur530@kantor.pl;2025-07-03;10499.69;919.82;S0001
U00279;OD000020;PR000020;Marcin;Wrobel;97122023682;96;78-828;644322724;marcin.wrobel423@kantor.pl;2020-08-07;10901.12;273.61;S0001
U00653;OD000021;PR000021;Julia;Wojcik;93560061972;58;44-717;834338390;julia.wojcik504@kantor.pl;2020-08-06;6904.83;228.22;S0001
U00191;OD000022;PR000022;Weronika;Kowalski;27061038646;37;44-128;883967897;weronika.kowalski449@kantor.pl;2025-03-09;4561.53;135.3;S0001
U00223;OD000023;PR000023;Jan;Grabowska;67303079385;40;73-380;748938702;jan.grabowska714@kantor.pl;2025-09-24;4738.03;120.33;S0001
U00058;OD000024;PR000024;Damian;Kowalczyk;20275373294;70;70-185;603182451;damian.kowalczyk918@kantor.pl;2021-02-15;10629.38;1242.38;S0001
U00255;OD000025;PR000025;Katarzyna;Stepien;74317015929;32;14-203;747408710;katarzyna.stepien753@kantor.pl;2025-07-23;5204.7;999.01;S0001
U00399;OD000026;PR000026;Pawel;Grabowska;32862382312;81;15-762;795053487;pawel.grabowska534@kantor.pl;2020-01-15;6399.85;957.78;S0001
U00054;OD000027;PR000027;Pawel;Jankowski;40549795119;82;65-332;508089413;pawel.jankowski172@kantor.pl;2025-10-04;6570.75;179.47;S0001
U00010;OD000028;PR000028;Olga;Zielinska;18456081648;75;98-486;869585446;olga.zielinska611@kantor.pl;2020-04-26;7285.49;134.22;S0001
U00094;OD000029;PR000029;Alicja;Grabowska;94550488424;44;90-061;532091528;alicja.grabowska365@kantor.pl;2024-06-25;5654.39;804.53;S0001
U00500;OD000030;PR000030;Katarzyna;Kowalczyk;53949002894;72;92-774;686464789;katarzyna.kowalczyk825@kantor.pl;2022-09-25;9998.92;32.03;S0001
U00138;OD000031;PR000031;Tomasz;Jankowski;74594111443;91;66-572;658223695;tomasz.jankowski556@kantor.pl;2024-12-05;8175.69;850.05;S0001
U00332;OD000032;PR000032;Weronika;Jankowski;73275186553;36;86-936;797705824;weronika.jankowski165@kantor.pl;2019-08-02;8483.53;674.08;S0001
U00376;OD000033;PR000033;Michal;Pawlak;11950254385;100;91-518;703497465;michal.pawlak752@kantor.pl;2020-07-30;11121.99;929.6;S0001
U00245;OD000034;PR000034;Natalia;Krol;87168378161;105;59-194;781357815;natalia.krol700@kantor.pl;2023-03-26;10243.01;231.2;S0001
U00420;OD000035;PR000035;Julia;Kozlowski;55702334370;15;22-535;853739431;julia.kozlowski69@kantor.pl;2019-05-17;10763.95;194.66;S0001
U00110;OD000036;PR000036;Anna;Lewandowski;37854453290;13;14-584;844537801;anna.lewandowski857@kantor.pl;2022-04-22;9434.41;788.73;S0001
U00263;OD000037;PR000037;Marcin;Michalski;57455461416;29;87-735;538050170;marcin.michalski14@kantor.pl;2020-10-10;9418.12;1392.61;S0001
U00655;OD000038;PR000038;Piotr;Piotrowski;57505345580;72;63-841;698142220;piotr.piotrowski814@kantor.pl;2025-01-10;4937.25;925.4;S0001
U00073;OD000039;PR000039;Adam;Nowak;52238669053;10;37-983;778896534;adam.nowak100@kantor.pl;2019-11-11;9938.79;797.49;S0001
U00539;OD000040;PR000040;Pawel;Lewandowski;42886034236;73;90-970;596045074;pawel.lewandowski572@kantor.pl;2025-05-16;8686.06;1119.16;S0001
U00591;OD000041;PR000041;Damian;Wieczorek;68691769000;114;23-170;596849652;damian.wieczorek564@kantor.pl;2022-06-01;8285.2;986.3;S0001
U00454;OD000042;PR000042;Weronika;Krol;61254077988;116;50-563;674297346;weronika.krol866@kantor.pl;2022-02-28;7592.57;949.86;S0001
U00624;OD000043;PR000043;Ewa;Kozlowski;88343306841;70;37-384;795407153;ewa.kozlowski949@kantor.pl;2025-05-02;6405.67;1442.48;S0001
U00001;OD000044;PR000044;Krzysztof;Mazur;17414459094;37;86-016;777889409;krzysztof.mazur139@kantor.pl;2021-07-26;4549.27;1476.59;S0001
U00023;OD000045;PR000045;Pawel;Kozlowski;47891650856;118;80-523;798673680;pawel.kozlowski585@kantor.pl;2023-11-11;5660.36;56.6;S0001
U00142;OD000046;PR000046;Natalia;Kowalczyk;58382755821;114;84-255;625087780;natalia.kowalczyk263@kantor.pl;2025-11-24;6752.27;855.73;S0001
U00080;OD000047;PR000047;Mateusz;Lewandowski;56057427669;102;71-177;762141394;mateusz.lewandowski846@kantor.pl;2024-11-12;9771.36;1229.27;S0001
U00658;OD000048;PR000048;Katarzyna;Krol;15585146507;94;83-390;542132229;katarzyna.krol799@kantor.pl;2019-06-23;11414.04;501.58;S0001
U00124;OD000049;PR000049;Karolina;Krawczyk;95948456213;100;90-391;529059723;karolina.krawczyk313@kantor.pl;2023-06-18;4808.87;809.89;S0001
U00515;OD000050;PR000050;Marek;Kozlowski;43061664632;20;16-689;892763255;marek.kozlowski403@kantor.pl;2022-10-16;10146.3;862.88;S0001
U00443;OD000051;PR000051;Piotr;Zielinska;28873471022;17;53-084;755472521;piotr.zielinska586@kantor.pl;2025-05-04;4869.83;598.79;S0001
U00514;OD000052;PR000052;Piotr;Mazur;30177200245;98;27-492;800269850;piotr.mazur203@kantor.pl;2023-02-24;7464.89;857.0;S0001
U00537;OD000053;PR000053;Weronika;Krol;41122388902;10;44-795;730889782;weronika.krol332@kantor.pl;2024-10-28;11431.04;134.39;S0001
U00434;OD000054;PR000054;Marta;Krawczyk;58813452858;25;51-352;818835365;marta.krawczyk672@kantor.pl;2019-03-17;10272.61;253.88;S0001
U00453;OD000055;PR000055;Natalia;Krol;29856416163;57;15-946;625353775;natalia.krol205@kantor.pl;2024-10-30;7303.66;1136.6;S0001
U00056;OD000056;PR000056;Piotr;Wojcik;11235598059;44;98-823;559741917;piotr.wojcik313@kantor.pl;2022-10-30;8033.93;497.82;S0001
U00217;OD000057;PR000057;Ewa;Pawlak;83889764168;67;43-561;759322784;ewa.pawlak638@kantor.pl;2025-03-17;11942.27;1042.61;S0001
U00386;OD000058;PR000058;Marta;Kowalski;81569309266;6;42-174;532271337;marta.kowalski291@kantor.pl;2020-09-15;10418.91;926.95;S0001
U00671;OD000059;PR000059;Anna;Piotrowski;14059502085;9;59-676;645658649;anna.piotrowski679@kantor.pl;2024-08-12;7201.64;161.84;S0001
U00396;OD000060;PR000060;Julia;Wieczorek;80354575959;91;22-925;669359134;julia.wieczorek497@kantor.pl;2024-01-30;8486.7;279.63;S0001
U00575;OD000061;PR000061;Adam;Piotrowski;14387259539;32;77-312;679083834;adam.piotrowski502@kantor.pl;2022-05-07;10082.93;27.56;S0001
U00364;OD000062;PR000062;Marta;Jankowski;51340052235;31;74-282;533291203;marta.jankowski641@kantor.pl;2021-03-11;11090.08;1335.6;S0001
U00287;OD000063;PR000063;Jan;Pawlak;28148739510;44;60-672;573691266;jan.pawlak90@kantor.pl;2025-03-17;7366.55;1440.91;S0001
U00233;OD000064;PR000064;Aleksandra;Wieczorek;41857204108;74;29-436;667709218;aleksandra.wieczorek932@kantor.pl;2024-02-24;6969.64;813.35;S0001
U00142;OD000065;PR000065;Pawel;Wieczorek;85509951903;88;35-883;574147051;pawel.wieczorek317@kantor.pl;2024-11-09;9788.52;785.71;S0001
U00149;OD000066;PR000066;Marek;Krawczyk;53628483594;9;81-545;886246683;marek.krawczyk122@kantor.pl;2020-07-26;6881.98;1319.46;S0001
U00327;OD000067;PR000067;Ewa;Kowalski;50421018540;57;91-955;896393063;ewa.kowalski281@kantor.pl;2020-04-17;10343.31;160.16;S0001
U00627;OD000068;PR000068;Alicja;Kowalski;47009503443;78;82-627;623969584;alicja.kowalski611@kantor.pl;2020-12-22;6231.84;39.13;S0001
U00489;OD000069;PR000069;Piotr;Stepien;79295374400;109;87-480;882262358;piotr.stepien666@kantor.pl;2022-03-07;5879.82;581.19;S0001
U00168;OD000070;PR000070;Magdalena;Kowalczyk;40894815737;5;62-782;508060716;magdalena.kowalczyk948@kantor.pl;2021-04-18;11626.49;333.83;S0001
U00210;OD000071;PR000071;Marta;Lewandowski;31758889847;119;66-887;831281220;marta.lewandowski502@kantor.pl;2024-11-07;6936.72;686.32;S0001
U00415;OD000072;PR000072;Zofia;Krawczyk;17628784138;78;58-737;667985561;zofia.krawczyk404@kantor.pl;2024-03-14;11543.54;857.9;S0001
U00657;OD000073;PR000073;Weronika;Nowicka;17674762389;67;23-462;745296545;weronika.nowicka847@kantor.pl;2019-05-12;11083.35;368.58;S0001
U00041;OD000074;PR000074;Weronika;Mazur;63934914887;67;90-985;526465292;weronika.mazur195@kantor.pl;2021-06-23;7796.65;1326.6;S0001
U00473;OD000075;PR000075;Damian;Dabrowski;66549629351;38;88-941;529284516;damian.dabrowski707@kantor.pl;2023-05-26;11277.57;695.37;S0001
U00093;OD000076;PR000076;Wojciech;Piotrowski;81823221084;15;33-797;814309849;wojciech.piotrowski961@kantor.pl;2024-12-02;8598.05;589.6;S0001
U00026;OD000077;PR000077;Jakub;Piotrowski;70897819778;76;35-903;744106189;jakub.piotrowski93@kantor.pl;2021-02-15;6930.56;972.86;S0001
U00127;OD000078;PR000078;Marcin;Kaminska;23276565283;91;67-649;694853751;marcin.kaminska88@kantor.pl;2023-06-16;9804.59;1090.31;S0001
U00164;OD000079;PR000079;Adam;Krol;84640856360;49;15-786;591743174;adam.krol935@kantor.pl;2021-11-07;8741.19;989.3;S0001
U00149;OD000080;PR000080;Marek;Kaminska;17353187978;54;49-316;892002603;marek.kaminska788@kantor.pl;2022-10-18;6665.85;271.04;S0001
U00004;OD000081;PR000081;Marek;Lewandowski;11087103368;59;73-875;767706512;marek.lewandowski557@kantor.pl;2025-11-13;4543.13;1324.05;S0001
U00603;OD000082;PR000082;Zofia;Lewandowski;77256914190;59;62-452;542630191;zofia.lewandowski616@kantor.pl;2024-02-08;4549.3;1323.25;S0001
U00644;OD000083;PR000083;Michal;Krol;39314236296;7;33-151;529562226;michal.krol669@kantor.pl;2021-12-20;4775.41;1280.74;S0001
U00618;OD000084;PR000084;Marta;Michalski;54231469645;118;21-050;558458609;marta.michalski427@kantor.pl;2020-07-07;5710.01;426.57;S0001
U00610;OD000085;PR000085;Marta;Stepien;33889369166;59;84-368;519241478;marta.stepien96@kantor.pl;2025-07-15;6744.71;552.85;S0001
U00438;OD000086;PR000086;Tomasz;Wisniewski;86636431311;9;47-482;572233721;tomasz.wisniewski125@kantor.pl;2024-11-28;10945.56;493.81;S0001
U00215;OD000087;PR000087;Karolina;Nowicka;38758368709;79;17-111;806750360;karolina.nowicka748@kantor.pl;2024-05-08;8467.1;131.5;S0001
U00620;OD000088;PR000088;Ewa;Stepien;67068034937;78;50-265;782067265;ewa.stepien589@kantor.pl;2024-04-20;7153.9;194.57;S0001
U00533;OD000089;PR000089;Mateusz;Grabowska;99031170546;64;73-827;596586958;mateusz.grabowska905@kantor.pl;2024-03-08;6245.41;435.73;S0001
U00122;OD000090;PR000090;Pawel;Kowalski;70232564671;81;25-755;611309895;pawel.kowalski819@kantor.pl;2024-03-26;11992.4;621.06;S0001
U00574;OD000091;PR000091;Jakub;Jankowski;99361276448;28;11-655;608011523;jakub.jankowski707@kantor.pl;2021-05-24;6408.13;101.75;S0005
U00564;OD000092;PR000092;Julia;Nowicka;22911235485;88;52-349;712627363;julia.nowicka742@kantor.pl;2023-11-03;9119.95;43.68;S0005
U00339;OD000093;PR000093;Alicja;Lewandowski;56530925367;119;96-490;754745488;alicja.lewandowski817@kantor.pl;2019-04-21;9342.39;722.24;S0005
U00550;OD000094;PR000094;Wojciech;Piotrowski;56797657005;60;62-950;898672097;wojciech.piotrowski58@kantor.pl;2023-06-07;6745.08;1087.45;S0005
U00549;OD000095;PR000095;Jakub;Pawlak;35850198840;74;97-339;689835163;jakub.pawlak68@kantor.pl;2020-04-08;6603.45;46.76;S0005
U00548;OD000096;PR000096;Tomasz;Wieczorek;35092941745;74;87-398;600598287;tomasz.wieczorek610@kantor.pl;2019-12-30;10984.45;1127.31;S0005
U00033;OD000097;PR000097;Marcin;Kozlowski;67000647362;12;73-898;627583211;marcin.kozlowski381@kantor.pl;2022-11-05;10720.93;453.94;S0005
U00180;OD000098;PR000098;Adam;Dabrowski;57726669899;101;14-796;608500757;adam.dabrowski936@kantor.pl;2019-10-15;7828.31;37.4;S0005
U00158;OD000099;PR000099;Magdalena;Nowicka;53766625915;119;71-750;781120621;magdalena.nowicka318@kantor.pl;2025-08-06;6955.03;1154.22;S0005
U00693;OD000100;PR000100;Katarzyna;Nowicka;31443570593;27;14-470;708084837;katarzyna.nowicka731@kantor.pl;2023-06-11;5368.77;466.47;S0005
U00609;OD000101;PR000101;Anna;Wrobel;22334609606;43;69-910;524771103;anna.wrobel106@kantor.pl;2023-06-06;10246.35;1118.33;S0005
U00320;OD000102;PR000102;Jan;Michalski;53850953324;26;34-293;648525089;jan.michalski546@kantor.pl;2021-09-18;10295.9;1006.69;S0005
U00162;OD000103;PR000103;Michal;Kowalczyk;24060163389;2;89-573;775984216;michal.kowalczyk105@kantor.pl;2020-10-03;8568.97;824.05;S0005
U00291;OD000104;PR000104;Michal;Kowalczyk;42530438547;22;19-318;829243003;michal.kowalczyk914@kantor.pl;2021-11-18;8554.33;76.09;S0005
U00692;OD000105;PR000105;Jan;Grabowska;23101608819;50;16-088;728957055;jan.grabowska402@kantor.pl;2020-07-10;9785.08;1336.91;S0005
U00457;OD000106;PR000106;Wojciech;Stepien;59891694467;40;52-837;606379432;wojciech.stepien731@kantor.pl;2025-06-14;9531.53;800.23;S0005
U00582;OD000107;PR000107;Damian;Piotrowski;19155991019;105;99-479;552217674;damian.piotrowski467@kantor.pl;2021-08-22;9633.58;1065.32;S0005
U00238;OD000108;PR000108;Krzysztof;Grabowska;44134030406;19;88-264;695125381;krzysztof.grabowska402@kantor.pl;2020-07-23;9747.11;997.77;S0005
U00465;OD000109;PR000109;Olga;Kozlowski;12093825472;9;70-115;688678353;olga.kozlowski491@kantor.pl;2022-12-04;10843.25;423.39;S0005
U00589;OD000110;PR000110;Natalia;Krol;79266629797;14;61-837;883472441;natalia.krol816@kantor.pl;2019-11-29;6944.02;974.18;S0005
U00546;OD000111;PR000111;Olga;Dabrowski;63519479482;76;62-244;833329641;olga.dabrowski250@kantor.pl;2023-08-30;5692.65;723.56;S0005
U00214;OD000112;PR000112;Piotr;Kozlowski;68372772528;101;65-580;683717674;piotr.kozlowski558@kantor.pl;2024-11-26;6271.16;993.92;S0005
U00588;OD000113;PR000113;Piotr;Zajac;78018315565;15;85-610;748522074;piotr.zajac334@kantor.pl;2023-09-21;5232.4;667.82;S0005
U00072;OD000114;PR000114;Julia;Mazur;25454405531;88;86-789;703426303;julia.mazur336@kantor.pl;2023-03-16;9337.42;92.22;S0005
U00595;OD000115;PR000115;Pawel;Kowalczyk;70770421827;69;47-399;830482789;pawel.kowalczyk592@kantor.pl;2022-10-21;5967.5;1022.28;S0005
U00584;OD000116;PR000116;Jakub;Dabrowski;51573389055;118;65-735;684825663;jakub.dabrowski92@kantor.pl;2023-12-16;4560.89;1479.63;S0005
U00302;OD000117;PR000117;Tomasz;Kowalczyk;57512691558;116;80-991;528522510;tomasz.kowalczyk1@kantor.pl;2024-12-25;8700.23;1468.04;S0005
U00032;OD000118;PR000118;Katarzyna;Dabrowski;66844927984;90;85-403;835659372;katarzyna.dabrowski326@kantor.pl;2025-01-20;7370.92;572.35;S0005
U00679;OD000119;PR000119;Weronika;Lewandowski;75169300191;18;34-568;706477896;weronika.lewandowski864@kantor.pl;2022-01-24;10799.72;231.4;S0005
U00138;OD000120;PR000120;Marta;Kowalczyk;18639768056;83;12-147;887266050;marta.kowalczyk907@kantor.pl;2023-02-21;9434.45;1462.46;S0005
U00426;OD000018;PR000121;Marek;Wieczorek;73823870112;115;99-618;728548187;marek.wieczorek639@kantor.pl;2020-07-12;7907.96;636.19;S0002
U00232;OD000105;PR000122;Tomasz;Jankowski;66632541272;78;10-591;767445982;tomasz.jankowski868@kantor.pl;2025-03-20;6275.62;752.59;S0010
U00582;OD000053;PR000123;Anna;Nowak;24467934936;75;71-984;870707899;anna.nowak82@kantor.pl;2020-03-17;9976.39;789.61;S0007
U00081;OD000110;PR000124;Krzysztof;Nowicka;21210167922;32;70-645;898189698;krzysztof.nowicka680@kantor.pl;2024-09-08;5085.61;950.53;S0010
U00352;OD000103;PR000125;Aleksandra;Nowak;74470823783;59;75-927;751917223;aleksandra.nowak588@kantor.pl;2025-03-29;6986.35;529.37;S0010
U00037;OD000103;PR000126;Julia;Kaminska;90681053229;34;17-644;754026127;julia.kaminska593@kantor.pl;2020-06-09;8796.45;984.48;S0010
U00085;OD000038;PR000127;Julia;Grabowska;79264170212;10;45-258;571156205;julia.grabowska631@kantor.pl;2021-05-22;6564.13;385.43;S0001
U00606;OD000095;PR000128;Aleksandra;Kaminska;30353709291;85;67-378;594166817;aleksandra.kaminska268@kantor.pl;2025-08-28;9755.81;727.38;S0005
U00149;OD000103;PR000129;Jakub;Wisniewski;30709145911;108;73-770;721699702;jakub.wisniewski789@kantor.pl;2022-04-05;6284.61;660.28;S0005
U00354;OD000082;PR000130;Pawel;Michalski;96132673379;34;24-053;589979779;pawel.michalski476@kantor.pl;2022-05-23;8071.74;714.4;S0003
U00400;OD000097;PR000131;Tomasz;Wrobel;46398085092;19;77-891;733396217;tomasz.wrobel13@kantor.pl;2021-06-16;11454.17;673.23;S0005
U00043;OD000087;PR000132;Adam;Wrobel;98181233482;46;65-625;850075227;adam.wrobel879@kantor.pl;2021-04-26;7012.26;400.63;S0007
U00401;OD000013;PR000133;Wojciech;Michalski;90195156265;99;34-532;681143788;wojciech.michalski694@kantor.pl;2024-11-14;11949.11;469.9;S0006
U00422;OD000002;PR000134;Piotr;Kowalski;79139089723;14;97-456;688718941;piotr.kowalski225@kantor.pl;2025-03-03;6624.73;289.62;S0001
U00673;OD000004;PR000135;Anna;Krol;98473684779;16;25-088;824638209;anna.krol134@kantor.pl;2022-03-14;9422.96;1349.85;S0002
U00189;OD000073;PR000136;Katarzyna;Stepien;49742774397;60;94-958;540648739;katarzyna.stepien655@kantor.pl;2022-11-09;11420.22;414.58;S0003
U00076;OD000055;PR000137;Michal;Kaminska;61807559306;50;52-061;638640793;michal.kaminska979@kantor.pl;2025-11-30;6484.99;660.86;S0007
U00183;OD000063;PR000138;Aleksandra;Mazur;77196838586;14;28-553;731527502;aleksandra.mazur224@kantor.pl;2024-03-22;9325.04;1368.91;S0004
U00075;OD000092;PR000139;Katarzyna;Nowak;87611829974;94;42-795;739381107;katarzyna.nowak20@kantor.pl;2023-03-27;5616.41;960.5;S0010
U00273;OD000120;PR000140;Marta;Mazur;88990162454;1;75-724;763431527;marta.mazur490@kantor.pl;2022-09-16;7529.35;1091.65;S0005
U00004;OD000104;PR000141;Weronika;Zielinska;77773853295;16;82-548;692692809;weronika.zielinska342@kantor.pl;2024-10-19;6771.21;82.79;S0005
U00349;OD000083;PR000142;Natalia;Pawlak;51946832847;83;35-180;797681754;natalia.pawlak41@kantor.pl;2022-04-08;9455.51;448.31;S0002
U00368;OD000050;PR000143;Wojciech;Stepien;20679451422;114;90-448;894774165;wojciech.stepien195@kantor.pl;2020-03-10;4767.74;38.05;S0002
U00065;OD000076;PR000144;Magdalena;Mazur;86419232834;83;49-511;786656878;magdalena.mazur989@kantor.pl;2025-11-27;7869.8;1493.75;S0004
U00044;OD000005;PR000145;Anna;Kozlowski;24626544864;28;93-683;780847719;anna.kozlowski470@kantor.pl;2024-10-07;11026.5;804.84;S0007
U00145;OD000095;PR000146;Piotr;Nowak;97999132705;3;70-928;831985986;piotr.nowak47@kantor.pl;2021-01-23;9759.73;195.81;S0005
U00468;OD000023;PR000147;Julia;Wojcik;34100031707;107;85-065;557086128;julia.wojcik117@kantor.pl;2023-03-25;8962.33;923.44;S0001
U00695;OD000009;PR000148;Karolina;Kozlowski;54676286793;16;97-589;793069670;karolina.kozlowski141@kantor.pl;2021-09-26;10773.2;1189.65;S0004
U00344;OD000098;PR000149;Mateusz;Kaminska;23156437852;36;28-775;722884283;mateusz.kaminska173@kantor.pl;2024-12-03;7274.46;247.51;S0005
U00648;OD000032;PR000150;Marek;Wojcik;64170023794;100;30-016;761438673;marek.wojcik83@kantor.pl;2019-01-20;4554.18;1389.21;S0001
U00488;OD000091;PR000151;Karolina;Stepien;30153525599;27;28-655;645465037;karolina.stepien536@kantor.pl;2022-10-31;7590.23;1407.13;S0010
U00512;OD000079;PR000152;Aleksandra;Kaminska;96277394052;106;48-356;724833954;aleksandra.kaminska5@kantor.pl;2023-09-29;6267.29;176.26;S0001
U00553;OD000068;PR000153;Aleksandra;Jankowski;42244642020;60;90-675;611727510;aleksandra.jankowski284@kantor.pl;2019-06-14;5952.89;1194.92;S0002
U00164;OD000088;PR000154;Magdalena;Kaminska;14480147404;83;56-291;612522643;magdalena.kaminska446@kantor.pl;2021-02-20;7007.21;1207.73;S0009
U00054;OD000098;PR000155;Anna;Wojcik;86986693273;23;30-804;515604273;anna.wojcik497@kantor.pl;2023-05-19;5370.49;1342.62;S0010
U00334;OD000093;PR000156;Mateusz;Michalski;37569679713;96;96-919;674850780;mateusz.michalski236@kantor.pl;2025-08-17;5326.0;341.67;S0010
U00226;OD000031;PR000157;Pawel;Mazur;74740317158;75;72-055;734003274;pawel.mazur149@kantor.pl;2020-11-02;11459.15;682.49;S0008
U00199;OD000050;PR000158;Marek;Piotrowski;59959150296;35;35-343;568296299;marek.piotrowski33@kantor.pl;2024-11-20;8764.99;420.91;S0007
U00176;OD000015;PR000159;Krzysztof;Krawczyk;56215306619;29;47-618;584174981;krzysztof.krawczyk809@kantor.pl;2025-10-04;9284.99;917.29;S0009
U00535;OD000022;PR000160;Piotr;Krawczyk;40046149546;76;70-857;748443948;piotr.krawczyk286@kantor.pl;2019-02-15;9975.13;1104.27;S0004
U00594;OD000032;PR000161;Jakub;Krawczyk;91292906211;20;83-919;502726004;jakub.krawczyk428@kantor.pl;2019-05-18;4800.44;705.98;S0004
U00404;OD000099;PR000162;Karolina;Nowicka;26412321258;58;73-246;544609420;karolina.nowicka572@kantor.pl;2025-05-28;4593.17;1097.68;S0005
U00245;OD000028;PR000163;Natalia;Dabrowski;10389680278;62;95-312;586867232;natalia.dabrowski721@kantor.pl;2022-11-27;10934.42;1120.93;S0003
U00416;OD000004;PR000164;Krzysztof;Kowalczyk;60987926731;81;69-720;840055275;krzysztof.kowalczyk2@kantor.pl;2024-05-02;5030.24;1340.15;S0009
U00277;OD000043;PR000165;Julia;Krawczyk;85645116831;74;36-806;867576822;julia.krawczyk83@kantor.pl;2024-04-11;11106.35;1103.64;S0001
U00393;OD000008;PR000166;Anna;Wojcik;71699742940;80;15-374;696727219;anna.wojcik180@kantor.pl;2024-07-06;8690.93;100.51;S0007
U00245;OD000091;PR000167;Marek;Kozlowski;25202611545;84;71-755;811449221;marek.kozlowski893@kantor.pl;2024-12-23;6073.45;1117.53;S0005
U00516;OD000029;PR000168;Natalia;Szymanski;68756126451;36;16-064;700152874;natalia.szymanski354@kantor.pl;2022-11-06;8146.7;790.02;S0007
U00695;OD000016;PR000169;Marcin;Pawlak;86559419913;116;47-462;833370675;marcin.pawlak377@kantor.pl;2025-10-21;9549.8;1039.83;S0009
U00090;OD000114;PR000170;Pawel;Piotrowski;61883936813;115;32-295;541310773;pawel.piotrowski112@kantor.pl;2020-05-26;6569.57;1045.62;S0005
U00643;OD000064;PR000171;Pawel;Nowicka;48752159646;54;97-554;570881652;pawel.nowicka486@kantor.pl;2021-12-13;7650.97;1106.56;S0003
U00023;OD000003;PR000172;Pawel;Wisniewski;82788737977;83;52-421;810689671;pawel.wisniewski352@kantor.pl;2024-07-30;9345.38;489.46;S0006
U00581;OD000076;PR000173;Krzysztof;Dabrowski;52044930633;22;43-232;759976042;krzysztof.dabrowski381@kantor.pl;2021-06-14;10273.12;70.98;S0009
U00634;OD000046;PR000174;Krzysztof;Kaminska;35443951677;92;78-292;597861101;krzysztof.kaminska997@kantor.pl;2020-06-28;10794.99;1039.29;S0006
U00120;OD000086;PR000175;Alicja;Zielinska;88669308959;17;66-266;698466221;alicja.zielinska189@kantor.pl;2020-09-29;8718.65;52.03;S0003
U00460;OD000041;PR000176;Marek;Jankowski;83712795440;39;25-942;513381618;marek.jankowski415@kantor.pl;2023-04-01;10263.89;1421.68;S0007
U00560;OD000119;PR000177;Marek;Kowalski;82909651277;43;92-722;658675887;marek.kowalski486@kantor.pl;2021-06-19;11772.04;1131.24;S0010
U00453;OD000074;PR000178;Olga;Michalski;27352015423;87;80-119;665400374;olga.michalski26@kantor.pl;2022-06-01;9131.41;330.55;S0003
U00623;OD000046;PR000179;Jakub;Nowak;38524220661;75;77-227;649211012;jakub.nowak201@kantor.pl;2019-03-12;5126.92;1274.18;S0002
U00200;OD000087;PR000180;Adam;Mazur;55056205648;78;87-523;530090333;adam.mazur931@kantor.pl;2024-09-02;7207.99;221.92;S0002
